-0.000000,0.000000,0.000000,0.000000,0.001889,0.000228,0.000000
-0.000000,-0.014000,0.001868,0.113169,0.001890,-0.003962,-0.034812
-0.000000,-0.028000,0.001717,0.015154,0.001895,-0.008954,-0.006420
-0.000000,-0.042000,0.001472,0.010800,0.001914,-0.014716,-0.008605
-0.000000,-0.056000,0.001224,-0.005781,0.001958,-0.020819,-0.005023
-0.000000,-0.070000,0.000980,-0.023532,0.002032,-0.026820,0.001961
-0.000000,-0.070000,0.000782,-0.035560,0.002139,-0.032406,0.007969
-0.000000,-0.070000,0.000924,-0.045001,0.002282,-0.037400,0.002405
-0.000000,-0.070000,0.001246,-0.050019,0.002462,-0.041713,0.003360
-0.000000,-0.070000,0.001704,-0.054014,0.002679,-0.045332,0.011568
-0.000000,-0.070000,0.002460,-0.054165,0.002937,-0.048297,0.004800
-0.000000,-0.070000,0.003736,-0.055031,0.003238,-0.050673,0.003534
-0.000000,-0.070000,0.004332,-0.053696,0.003585,-0.052531,0.006213
-0.000000,-0.070000,-0.051125,0.033226,0.003984,-0.053931,-1.197480
-0.000000,-0.070000,0.027506,-0.094563,0.004438,-0.054924,1.662029
-0.000000,-0.070000,-0.007145,-0.041833,0.004955,-0.055546,-1.288639
-0.000000,-0.070000,0.024544,-0.096773,0.005540,-0.055826,1.411759
-0.000000,-0.070000,-0.009861,-0.040765,0.006202,-0.055784,-1.375268
-0.000000,-0.070000,0.033722,-0.096999,0.006949,-0.055434,1.770718
-0.000000,-0.070000,-0.020136,-0.040263,0.007791,-0.054783,-1.656901
-0.000000,-0.070000,0.033641,-0.083574,0.008739,-0.053834,1.411212
-0.000000,-0.070000,-0.003211,-0.056328,0.009806,-0.052584,-0.683298
-0.000000,-0.070000,0.034609,-0.088030,0.011005,-0.051027,1.627272
-0.000000,-0.070000,-0.017666,-0.035873,0.012353,-0.049149,-1.973196
-0.000000,-0.070000,0.033433,-0.089486,0.013868,-0.046933,2.029831
-0.000000,-0.070000,-0.002142,-0.044124,0.015571,-0.044353,-1.173252
-0.000000,-0.070000,0.020455,-0.073499,0.017488,-0.041374,1.283649
-0.000000,-0.070000,0.018418,-0.040006,0.019650,-0.037952,0.049542
-0.000000,-0.070000,0.018302,-0.038205,0.022094,-0.034034,-0.015985
-0.000000,-0.070000,0.020000,-0.037161,0.024856,-0.029562,0.039282
-0.000000,-0.070000,0.020997,-0.034719,0.027967,-0.024493,0.001586
0.016000,-0.042000,0.023825,-0.030527,0.031433,-0.018823,0.027000
0.032000,-0.014000,0.027177,-0.024693,0.035228,-0.012608,0.017699
0.048000,0.014000,0.031664,-0.017425,0.039311,-0.005925,0.038338
0.064000,0.042000,0.036457,-0.007670,0.043596,0.001065,-0.018541
0.080000,0.070000,0.043734,0.003937,0.047953,0.008127,0.041600
0.080000,0.070000,0.050505,0.016076,0.052239,0.015001,0.011083
0.080000,0.070000,0.057004,0.027142,0.056331,0.021461,0.017538
0.080000,0.070000,0.063146,0.037137,0.060112,0.027294,0.020767
0.080000,0.070000,0.067889,0.044159,0.063522,0.032378,0.026857
0.080000,0.070000,0.071038,0.047951,0.066553,0.036691,0.034856
0.080000,0.070000,0.073789,0.049073,0.069240,0.040278,0.075996
0.080000,0.070000,0.075658,0.049151,0.071634,0.043212,0.073203
0.080000,0.070000,0.077437,0.048804,0.073789,0.045568,0.078122
0.080000,0.070000,0.079499,0.048261,0.075752,0.047413,0.088747
0.080000,0.070000,0.036917,0.103806,0.077567,0.048798,1.682668
0.080000,0.070000,0.106356,0.087200,0.079270,0.049763,-0.766950
0.080000,0.070000,0.079836,0.047125,0.080894,0.050337,0.647364
0.080000,0.070000,0.100800,0.078932,0.082468,0.050541,-0.582458
0.080000,0.070000,0.080232,0.055589,0.084020,0.050388,0.440277
0.080000,0.070000,0.108668,0.080753,0.085576,0.049887,-1.030486
0.080000,0.070000,0.071082,0.042270,0.087164,0.049040,1.160257
0.080000,0.070000,0.104632,0.082662,0.088807,0.047845,-0.934498
0.080000,0.070000,0.076280,0.049498,0.090534,0.046293,0.934084
0.080000,0.070000,0.118189,0.085444,0.092370,0.044369,-1.767638
0.080000,0.070000,0.071319,0.042856,0.094347,0.042051,1.474910
0.080000,0.070000,0.108021,0.076404,0.096495,0.039308,-1.482073
0.080000,0.070000,0.098695,0.039177,0.098853,0.036098,-0.042054
0.080000,0.070000,0.099072,0.037584,0.101461,0.032369,0.009801
0.080000,0.070000,0.100731,0.036638,0.104361,0.028068,-0.038350
0.080000,0.070000,0.101621,0.034089,0.107588,0.023152,0.016624
